TA 0 4 8 12 16 20 24 28 32 36 40 44 48 52 56 60 64 68 72 76 80 84 88 92 96 100 104 108 112 116 120 124 128 132 136 140 144 148 152 156 160 164 168 172 176 180 
PA 0 4 8 12 16 20 24 28 32 36 40 44 48 52 56 60 64 68 72 76 80 84 88 92 96 100 104 108 112 116 120 124 128 132 136 140 144 148 152 156 160 164 168 172 176 180 184 188 192 196 200 204 208 212 216 220 224 228 232 236 240 244 248 252 256 260 264 268 272 276 280 284 288 292 296 300 304 308 312 316 320 324 328 332 336 340 344 348 352 356 360 
EA 500 501 502 503 504 505 506 507 508 509 510 511 512 513 514 515 516 517 518 519 520 521 522 
AP 0 0 0 2.04689e-07
AP 0 0 1 2.04689e-07
AP 0 0 2 2.04689e-07
AP 0 0 3 2.04689e-07
AP 0 0 4 2.04689e-07
AP 0 0 5 2.04689e-07
AP 0 0 6 2.04689e-07
AP 0 0 7 2.04689e-07
AP 0 0 8 2.04689e-07
AP 0 0 9 2.04689e-07
AP 0 0 10 2.04689e-07
AP 0 0 11 2.04689e-07
AP 0 0 12 2.04689e-07
AP 0 0 13 2.04689e-07
AP 0 0 14 2.04689e-07
AP 0 0 15 2.04689e-07
AP 0 0 16 2.04689e-07
AP 0 0 17 2.04689e-07
AP 0 0 18 2.04689e-07
AP 0 0 19 2.04689e-07
AP 0 0 20 2.04689e-07
AP 0 0 21 2.04689e-07
AP 0 0 22 2.04689e-07
AP 1 0 0 2.04689e-07
AP 1 0 1 2.04689e-07
AP 1 0 2 2.04689e-07
AP 1 0 3 2.04689e-07
AP 1 0 4 2.04689e-07
AP 1 0 5 2.04689e-07
AP 1 0 6 2.04689e-07
AP 1 0 7 2.04689e-07
AP 1 0 8 2.04689e-07
AP 1 0 9 2.04689e-07
AP 1 0 10 2.04689e-07
AP 1 0 11 2.04689e-07
AP 1 0 12 2.04689e-07
AP 1 0 13 2.04689e-07
AP 1 0 14 2.04689e-07
AP 1 0 15 2.04689e-07
AP 1 0 16 2.04689e-07
AP 1 0 17 2.04689e-07
AP 1 0 18 2.04689e-07
AP 1 0 19 2.04689e-07
AP 1 0 20 2.04689e-07
AP 1 0 21 2.04689e-07
