  DATA CHANNELS:                                            
         ch      emin -        emax         data    +-      
       2538    2547.32    2548.33     0.21078E-03     0.81624E-06
       2539    2548.33    2549.34     0.20763E-03     0.80620E-06
       2540    2549.34    2550.34     0.21064E-03     0.81586E-06
       2541    2550.34    2551.35     0.21036E-03     0.81542E-06
       2542    2551.35    2552.36     0.20922E-03     0.81331E-06
       2543    2552.36    2553.36     0.20985E-03     0.81434E-06
       2544    2553.36    2554.37     0.20874E-03     0.80835E-06
       2545    2554.37    2555.38     0.20985E-03     0.81444E-06
       2546    2555.38    2556.38     0.20748E-03     0.80971E-06
       2547    2556.38    2557.39     0.20867E-03     0.81224E-06
       2548    2557.39    2558.39     0.20688E-03     0.80465E-06
       2549    2558.39    2559.40     0.20888E-03     0.81245E-06
       2550    2559.40    2560.41     0.20720E-03     0.80938E-06
       2551    2560.41    2561.41     0.20874E-03     0.81227E-06
       2552    2561.41    2562.42     0.20657E-03     0.80403E-06
       2553    2562.42    2563.43     0.20767E-03     0.81018E-06
       2554    2563.43    2564.43     0.20939E-03     0.81354E-06
       2555    2564.43    2565.44     0.20957E-03     0.81391E-06
       2556    2565.44    2566.45     0.20723E-03     0.80532E-06
       2557    2566.45    2567.45     0.21011E-03     0.81495E-06
       2558    2567.45    2568.46     0.20941E-03     0.81359E-06
       2559    2568.46    2569.47     0.21177E-03     0.81816E-06
       2560    2569.47    2570.47     0.20861E-03     0.80800E-06
       2561    2570.47    2571.48     0.20966E-03     0.81407E-06
       2562    2571.48    2572.49     0.20779E-03     0.81042E-06
       2563    2572.49    2573.49     0.20712E-03     0.80913E-06
       2564    2573.49    2574.50     0.20538E-03     0.80172E-06
       2565    2574.50    2575.50     0.20761E-03     0.81006E-06
       2566    2575.50    2576.51     0.20622E-03     0.80735E-06
       2567    2576.51    2577.52     0.20603E-03     0.80699E-06
       2568    2577.52    2578.52     0.20456E-03     0.80010E-06
       2569    2578.52    2579.53     0.20720E-03     0.80929E-06
       2570    2579.53    2580.54     0.20835E-03     0.81151E-06
       2571    2580.54    2581.54     0.20689E-03     0.80868E-06
       2572    2581.54    2582.55     0.20412E-03     0.79924E-06
       2573    2582.55    2583.56     0.20623E-03     0.80737E-06
       2574    2583.56    2584.56     0.20560E-03     0.80614E-06
       2575    2584.56    2585.57     0.20564E-03     0.80621E-06
       2576    2585.57    2586.58     0.20387E-03     0.80275E-06
       2577    2586.58    2587.58     0.20302E-03     0.79708E-06
       2578    2587.58    2588.59     0.20376E-03     0.80252E-06
       2579    2588.59    2589.60     0.20387E-03     0.80275E-06
       2580    2589.60    2590.60     0.20680E-03     0.80850E-06
       2581    2590.60    2591.61     0.20469E-03     0.80035E-06
       2582    2591.61    2592.61     0.20582E-03     0.80658E-06
       2583    2592.61    2593.62     0.20662E-03     0.80813E-06
       2584    2593.62    2594.63     0.20446E-03     0.80391E-06
       2585    2594.63    2595.63     0.20397E-03     0.79895E-06
       2586    2595.63    2596.64     0.20528E-03     0.80550E-06
       2587    2596.64    2597.65     0.20552E-03     0.80598E-06
       2588    2597.65    2598.65     0.20712E-03     0.80913E-06
       2589    2598.65    2599.66     0.20342E-03     0.79788E-06
       2590    2599.66    2600.67     0.20629E-03     0.80750E-06
       2591    2600.67    2601.67     0.20518E-03     0.80530E-06
       2592    2601.67    2602.68     0.20514E-03     0.80524E-06
       2593    2602.68    2603.69     0.20396E-03     0.79894E-06
       2594    2603.69    2604.69     0.20801E-03     0.81095E-06
       2595    2604.69    2605.70     0.20787E-03     0.81047E-06
       2596    2605.70    2606.71     0.21181E-03     0.81822E-06
       2597    2606.71    2607.71     0.21188E-03     0.81439E-06
       2598    2607.71    2608.72     0.22112E-03     0.83603E-06
       2599    2608.72    2609.72     0.22858E-03     0.84989E-06
       2600    2609.72    2610.73     0.23891E-03     0.86910E-06
       2601    2610.73    2611.74     0.24613E-03     0.87765E-06
       2602    2611.74    2612.74     0.26196E-03     0.90984E-06
       2603    2612.74    2613.75     0.26708E-03     0.91891E-06
       2604    2613.75    2614.76     0.25791E-03     0.90289E-06
       2605    2614.76    2615.76     0.23387E-03     0.85551E-06
       2606    2615.76    2616.77     0.21514E-03     0.82463E-06
       2607    2616.77    2617.78     0.20565E-03     0.80624E-06
       2608    2617.78    2618.78     0.20249E-03     0.80001E-06
       2609    2618.78    2619.79     0.19835E-03     0.78787E-06
       2610    2619.79    2620.80     0.20071E-03     0.79650E-06
       2611    2620.80    2621.80     0.20106E-03     0.79720E-06
       2612    2621.80    2622.81     0.20044E-03     0.79596E-06
       2613    2622.81    2623.82     0.19928E-03     0.78970E-06
       2614    2623.82    2624.82     0.19996E-03     0.79499E-06
       2615    2624.82    2625.83     0.20030E-03     0.79568E-06
       2616    2625.83    2626.83     0.19957E-03     0.79423E-06
       2617    2626.83    2627.84     0.19936E-03     0.79381E-06
       2618    2627.84    2628.85     0.19885E-03     0.78886E-06
       2619    2628.85    2629.85     0.20069E-03     0.79647E-06
       2620    2629.85    2630.86     0.20005E-03     0.79518E-06
       2621    2630.86    2631.87     0.20036E-03     0.79579E-06
       2622    2631.87    2632.87     0.19779E-03     0.78675E-06
       2623    2632.87    2633.88     0.20007E-03     0.79521E-06
       2624    2633.88    2634.89     0.19913E-03     0.79336E-06
       2625    2634.89    2635.89     0.19833E-03     0.79177E-06
       2626    2635.89    2636.90     0.19663E-03     0.78444E-06
       2627    2636.90    2637.91     0.19975E-03     0.79459E-06
       2628    2637.91    2638.91     0.19893E-03     0.79296E-06
       2629    2638.91    2639.92     0.19741E-03     0.78992E-06
       2630    2639.92    2640.93     0.19530E-03     0.78179E-06
       2631    2640.93    2641.93     0.19709E-03     0.78928E-06
       2632    2641.93    2642.94     0.19886E-03     0.79282E-06
       2633    2642.94    2643.95     0.19688E-03     0.78885E-06
       2634    2643.95    2644.95     0.19504E-03     0.78127E-06
       2635    2644.95    2645.96     0.19768E-03     0.79046E-06
       2636    2645.96    2646.96     0.19834E-03     0.79178E-06
       2637    2646.96    2647.97     0.19589E-03     0.78689E-06
       2638    2647.97    2648.98     0.19571E-03     0.78262E-06
       2639    2648.98    2649.98     0.19693E-03     0.78896E-06
       2640    2649.98    2650.99     0.19514E-03     0.78536E-06
       2641    2650.99    2652.00     0.19634E-03     0.78778E-06
       2642    2652.00    2653.00     0.19307E-03     0.77731E-06
       2643    2653.00    2654.01     0.19411E-03     0.78329E-06
       2644    2654.01    2655.02     0.19494E-03     0.78505E-06
       2645    2655.02    2656.02     0.19424E-03     0.78345E-06
       2646    2656.02    2657.03     0.19184E-03     0.77482E-06
       2647    2657.03    2658.04     0.19388E-03     0.78293E-06
       2648    2658.04    2659.04     0.19271E-03     0.78037E-06
       2649    2659.04    2660.05     0.19460E-03     0.78427E-06
       2650    2660.05    2661.06     0.19122E-03     0.77368E-06
       2651    2661.06    2662.06     0.19242E-03     0.77977E-06
       2652    2662.06    2663.07     0.19177E-03     0.77855E-06
       2653    2663.07    2664.07     0.19212E-03     0.77935E-06
       2654    2664.07    2665.08     0.19215E-03     0.77923E-06
       2655    2665.08    2666.09     0.18777E-03     0.76667E-06
       2656    2666.09    2667.09     0.19267E-03     0.78038E-06
       2657    2667.09    2668.10     0.19080E-03     0.77649E-06
       2658    2668.10    2669.11     0.18965E-03     0.77433E-06
       2659    2669.11    2670.11     0.18874E-03     0.76853E-06
       2660    2670.11    2671.12     0.18967E-03     0.77418E-06
       2661    2671.12    2672.13     0.19045E-03     0.77596E-06
       2662    2672.13    2673.13     0.18957E-03     0.77407E-06
       2663    2673.13    2674.14     0.18750E-03     0.76602E-06
       2664    2674.14    2675.15     0.19015E-03     0.77526E-06
       2665    2675.15    2676.15     0.18966E-03     0.77426E-06
       2666    2676.15    2677.16     0.18792E-03     0.77071E-06
       2667    2677.16    2678.17     0.18691E-03     0.76480E-06
       2668    2678.17    2679.17     0.18669E-03     0.76816E-06
       2669    2679.17    2680.18     0.18822E-03     0.77133E-06
       2670    2680.18    2681.19     0.18861E-03     0.77211E-06
       2671    2681.19    2682.19     0.18755E-03     0.76613E-06
       2672    2682.19    2683.20     0.18936E-03     0.77364E-06
       2673    2683.20    2684.20     0.18917E-03     0.77326E-06
       2674    2684.20    2685.21     0.18946E-03     0.77384E-06
       2675    2685.21    2686.22     0.18642E-03     0.76381E-06
       2676    2686.22    2687.22     0.18986E-03     0.77466E-06
       2677    2687.22    2688.23     0.18842E-03     0.77173E-06
       2678    2688.23    2689.24     0.18876E-03     0.77241E-06
       2679    2689.24    2690.24     0.18575E-03     0.76244E-06
       2680    2690.24    2691.25     0.18830E-03     0.77148E-06
       2681    2691.25    2692.26     0.18750E-03     0.76983E-06
       2682    2692.26    2693.26     0.18706E-03     0.76894E-06
       2683    2693.26    2694.27     0.18729E-03     0.76558E-06
       2684    2694.27    2695.28     0.18918E-03     0.77327E-06
       2685    2695.28    2696.28     0.18856E-03     0.77201E-06
       2686    2696.28    2697.29     0.18815E-03     0.77119E-06
       2687    2697.29    2698.30     0.18743E-03     0.76588E-06
       2688    2698.30    2699.30     0.18873E-03     0.77236E-06
       2689    2699.30    2700.31     0.18770E-03     0.77024E-06
       2690    2700.31    2701.31     0.18748E-03     0.76980E-06
       2691    2701.31    2702.32     0.18562E-03     0.76217E-06
       2692    2702.32    2703.33     0.18790E-03     0.77065E-06
       2693    2703.33    2704.33     0.18784E-03     0.77052E-06
       2694    2704.33    2705.34     0.18815E-03     0.77116E-06
       2695    2705.34    2706.35     0.18672E-03     0.76822E-06
       2696    2706.35    2707.35     0.18581E-03     0.76254E-06
       2697    2707.35    2708.36     0.18894E-03     0.77280E-06
       2698    2708.36    2709.37     0.18660E-03     0.76798E-06
       2699    2709.37    2710.37     0.18806E-03     0.77097E-06
       2700    2710.37    2711.38     0.18513E-03     0.76114E-06
       2701    2711.38    2712.39     0.18691E-03     0.76862E-06
       2702    2712.39    2713.39     0.18655E-03     0.76787E-06
       2703    2713.39    2714.40     0.18732E-03     0.76946E-06
       2704    2714.40    2715.41     0.18590E-03     0.76273E-06
       2705    2715.41    2716.41     0.18734E-03     0.76959E-06
       2706    2716.41    2717.42     0.18674E-03     0.76817E-06
       2707    2717.42    2718.43     0.18744E-03     0.76971E-06
       2708    2718.43    2719.43     0.18660E-03     0.76425E-06
       2709    2719.43    2720.44     0.18687E-03     0.76853E-06
       2710    2720.44    2721.44     0.18694E-03     0.76858E-06
       2711    2721.44    2722.45     0.18637E-03     0.76759E-06
       2712    2722.45    2723.46     0.18685E-03     0.76469E-06
       2713    2723.46    2724.46     0.18877E-03     0.77234E-06
       2714    2724.46    2725.47     0.18697E-03     0.76882E-06
       2715    2725.47    2726.48     0.18832E-03     0.77151E-06
       2716    2726.48    2727.48     0.18506E-03     0.76091E-06
       2717    2727.48    2728.49     0.18726E-03     0.76942E-06
       2718    2728.49    2729.50     0.18768E-03     0.77018E-06
       2719    2729.50    2730.50     0.18789E-03     0.77063E-06
       2720    2730.50    2731.51     0.18645E-03     0.76385E-06
       2721    2731.51    2732.52     0.18856E-03     0.77201E-06
       2722    2732.52    2733.52     0.18852E-03     0.77193E-06
       2723    2733.52    2734.53     0.18898E-03     0.77286E-06
       2724    2734.53    2735.54     0.18630E-03     0.76354E-06
       2725    2735.54    2736.54     0.18992E-03     0.77478E-06
       2726    2736.54    2737.55     0.19059E-03     0.77615E-06
       2727    2737.55    2738.56     0.19191E-03     0.77883E-06
       2728    2738.56    2739.56     0.18850E-03     0.76805E-06
       2729    2739.56    2740.57     0.18966E-03     0.77424E-06
       2730    2740.57    2741.58     0.19226E-03     0.77954E-06
       2731    2741.58    2742.58     0.19438E-03     0.78382E-06
       2732    2742.58    2743.59     0.19400E-03     0.77916E-06
       2733    2743.59    2744.59     0.19996E-03     0.79499E-06
       2734    2744.59    2745.60     0.20550E-03     0.80593E-06
       2735    2745.60    2746.61     0.21511E-03     0.82458E-06
       2736    2746.61    2747.61     0.22288E-03     0.83932E-06
       2737    2747.61    2748.62     0.23535E-03     0.85820E-06
       2738    2748.62    2749.63     0.25411E-03     0.89619E-06
       2739    2749.63    2750.63     0.27370E-03     0.93010E-06
       2740    2750.63    2751.64     0.29746E-03     0.96963E-06
       2741    2751.64    2752.65     0.31261E-03     0.98908E-06
       2742    2752.65    2753.65     0.30593E-03     0.98333E-06
       2743    2753.65    2754.66     0.27148E-03     0.92631E-06
       2744    2754.66    2755.67     0.23078E-03     0.85405E-06
       2745    2755.67    2756.67     0.20747E-03     0.80576E-06
       2746    2756.67    2757.68     0.20363E-03     0.80225E-06
       2747    2757.68    2758.69     0.20403E-03     0.80306E-06
       2748    2758.69    2759.69     0.20706E-03     0.80899E-06
       2749    2759.69    2760.70     0.20291E-03     0.79686E-06
       2750    2760.70    2761.71     0.20008E-03     0.79523E-06
       2751    2761.71    2762.71     0.19622E-03     0.78751E-06
       2752    2762.71    2763.72     0.18920E-03     0.77331E-06
       2753    2763.72    2764.72     0.18516E-03     0.76122E-06
       2754    2764.72    2765.73     0.18506E-03     0.76479E-06
