1 0 1 0 0.000258284 0 0 0 0 0 -1 0.520301 -0.853983 0 511
2 1 1 0 0.000258284 0 0 0 -0 -0 1 0.520301 -0.853983 0 511
3 0 1 0 1.26392 0 0 0 0 0 -1 0.945475 0.325694 0 511
4 1 1 0 1.26392 0 0 0 -0 -0 1 0.945475 0.325694 0 511
5 0 1 0 2.72642 0 0 0 0 0 -1 -0.995546 -0.0942734 0 511
6 1 1 0 2.72642 0 0 0 -0 -0 1 -0.995546 -0.0942734 0 511
7 0 1 0 2.76987 0 0 0 0 0 -1 -0.035773 0.99936 0 511
8 1 1 0 2.76987 0 0 0 -0 -0 1 -0.035773 0.99936 0 511
9 0 1 0 3.38598 0 0 0 0 0 -1 -0.0630854 0.998008 0 511
10 1 1 0 3.38598 0 0 0 -0 -0 1 -0.0630854 0.998008 0 511
11 0 1 0 3.66049 0 0 0 0 0 -1 -0.54304 0.839707 0 511
12 1 1 0 3.66049 0 0 0 -0 -0 1 -0.54304 0.839707 0 511
13 0 1 0 4.81365 0 0 0 0 0 -1 0.335206 0.942145 0 511
14 1 1 0 4.81365 0 0 0 -0 -0 1 0.335206 0.942145 0 511
15 0 1 0 5.4682 0 0 0 0 0 -1 0.489594 -0.87195 0 511
16 1 1 0 5.4682 0 0 0 -0 -0 1 0.489594 -0.87195 0 511
17 0 1 0 6.21153 0 0 0 0 0 -1 -0.779699 -0.626154 0 511
18 1 1 0 6.21153 0 0 0 -0 -0 1 -0.779699 -0.626154 0 511
19 0 1 0 7.71811 0 0 0 0 0 -1 0.229225 -0.973374 0 511
20 1 1 0 7.71811 0 0 0 -0 -0 1 0.229225 -0.973374 0 511
21 0 1 0 11.2136 0 0 0 0 0 -1 -0.50112 -0.865378 0 511
22 1 1 0 11.2136 0 0 0 -0 -0 1 -0.50112 -0.865378 0 511
23 0 1 0 12.8527 0 0 0 0 0 -1 0.938119 0.346313 0 511
24 1 1 0 12.8527 0 0 0 -0 -0 1 0.938119 0.346313 0 511
25 0 1 0 13.3975 0 0 0 0 0 -1 0.802711 0.596369 0 511
26 1 1 0 13.3975 0 0 0 -0 -0 1 0.802711 0.596369 0 511
27 0 1 0 13.8046 0 0 0 0 0 -1 -0.999962 -0.00873157 0 511
28 1 1 0 13.8046 0 0 0 -0 -0 1 -0.999962 -0.00873157 0 511
29 0 1 0 14.3833 0 0 0 0 0 -1 0.412747 -0.910846 0 511
30 1 1 0 14.3833 0 0 0 -0 -0 1 0.412747 -0.910846 0 511
31 0 1 0 15.599 0 0 0 0 0 -1 0.740016 -0.672589 0 511
32 1 1 0 15.599 0 0 0 -0 -0 1 0.740016 -0.672589 0 511
33 0 1 0 18.3649 0 0 0 0 0 -1 -0.597272 0.802038 0 511
34 1 1 0 18.3649 0 0 0 -0 -0 1 -0.597272 0.802038 0 511
35 0 1 0 18.6859 0 0 0 0 0 -1 -0.651209 0.758899 0 511
36 1 1 0 18.6859 0 0 0 -0 -0 1 -0.651209 0.758899 0 511
37 0 1 0 19.0229 0 0 0 0 0 -1 0.810579 -0.585629 0 511
38 1 1 0 19.0229 0 0 0 -0 -0 1 0.810579 -0.585629 0 511
39 0 1 0 19.3807 0 0 0 0 0 -1 0.779201 -0.626774 0 511
40 1 1 0 19.3807 0 0 0 -0 -0 1 0.779201 -0.626774 0 511
41 0 1 0 21.4267 0 0 0 0 0 -1 -0.999886 0.0150982 0 511
42 1 1 0 21.4267 0 0 0 -0 -0 1 -0.999886 0.0150982 0 511
43 0 1 0 22.998 0 0 0 0 0 -1 -0.242052 -0.970263 0 511
44 1 1 0 22.998 0 0 0 -0 -0 1 -0.242052 -0.970263 0 511
